,Tree_ID,Average_Node_Degree,Reply_to_Node_Ratio,Gini_Coefficient,Nestedness_Score,Structural_Entropy
2615,448432254,0.8571428571428571,0.8571428571428571,0.14285714285714285,3.0,2.807354922057604
2616,448423528,0.0,0.0,,0.0,0.0
2617,448411561,0.0,0.0,,0.0,0.0
2618,448409532,0.0,0.0,,0.0,0.0
2619,448398634,0.95,0.95,0.36578947368421055,3.4,2.690468570732828
2620,448398028,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9182958340544896
2621,448395879,0.0,0.0,,0.0,0.0
2622,448379095,0.0,0.0,,0.0,0.0
2623,448372684,0.0,0.0,,0.0,0.0
2624,448372262,0.8333333333333334,0.8333333333333334,0.43333333333333335,1.8333333333333333,1.9182958340544896
2625,448339160,0.5,0.5,0.5,0.5,1.0
2626,448337750,0.5,0.5,0.5,0.5,1.0
2627,448333963,0.0,0.0,,0.0,0.0
2628,448330883,0.0,0.0,,0.0,0.0
2629,448326224,0.75,0.75,0.5833333333333334,1.25,1.5
2630,448529754,0.0,0.0,,0.0,0.0
2631,448527583,0.8888888888888888,0.8888888888888888,0.4444444444444444,2.6666666666666665,2.725480556997868
2632,448502316,0.0,0.0,,0.0,0.0
2633,448494874,0.0,0.0,,0.0,0.0
2634,448490533,0.0,0.0,,0.0,0.0
2635,448483198,0.0,0.0,,0.0,0.0
2636,448463928,0.8333333333333334,0.8333333333333334,0.43333333333333335,1.8333333333333333,1.9182958340544896
2637,448664652,0.0,0.0,,0.0,0.0
2638,448660180,0.5,0.5,0.5,0.5,1.0
2639,448653121,0.5,0.5,0.5,0.5,1.0
2640,448652018,0.8,0.8,0.5,1.6,1.9219280948873623
2641,448639009,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.584962500721156
